q,n,mu1,mu2,MaxRank,MinMaxRank
5,6,3,4,51659102667170409032220889183214186344854390625,51659102667170409032220889183214186344854390625
5,6,3,5,51659102667170409032220889183214186344854390625,51659102667170409032220889183214186344854390625
5,6,4,0,1,3176373552203626271506209028302691876888275146484385
5,6,4,1,1,3176373552203626271506209028302691876888275146484385
5,6,4,2,1,87311491370201110839843745
5,6,4,3,1,87311491370201110839843745
5,6,4,4,1,1
5,6,4,5,1,1
5,6,5,0,1,3176373552203626271506209028302691876888275146484385
5,6,5,1,1,3176373552203626271506209028302691876888275146484385
5,6,5,2,1,87311491370201110839843745
5,6,5,3,1,87311491370201110839843745
5,6,5,4,1,1
5,6,5,5,1,1
7,6,0,0,735902487295910630767160737329531136220732253569325950004416939037191031826370025907182041995161192001,8597331127084779619037668935369555499011792609722761095917948221355801583448152519356990318991596070280526983914388047853618689601
7,6,0,1,735902487295910630767160737329531136220732253569325950004416939037191031826370025907182041995161192001,8597331127084779619037668935369555499011792609722761095917948221355801583448152519356990318991596070280526983914388047853618689601
7,6,0,2,735902487295910630767160737329531136220732253569325950004416939037191031826370025907182041995161192001,123224647150104469135474980356889324243414243166131630269622309229565961457662727094141636735410261637113287116289601
7,6,0,3,735902487295910630767160737329531136220732253569325950004416939037191031826370025907182041995161192001,123224647150104469135474980356889324243414243166131630269622309229565961457662727094141636735410261637113287116289601
7,6,0,4,735902487295910630767160737329531136220732253569325950004416939037191031826370025907182041995161192001,735902487295910630767160737329531136220732253569325950004416939037191031826370025907182041995161192001
7,6,0,5,735902487295910630767160737329531136220732253569325950004416939037191031826370025907182041995161192001,735902487295910630767160737329531136220732253569325950004416939037191031826370025907182041995161192001
7,6,1,0,735902487295910630767160737329531136220732253569325950004416939037191031826370025907182041995161192001,8597331127084779619037668935369555499011792609722761095917948221355801583448152519356990318991596070280526983914388047853618689601
7,6,1,1,735902487295910630767160737329531136220732253569325950004416939037191031826370025907182041995161192001,8597331127084779619037668935369555499011792609722761095917948221355801583448152519356990318991596070280526983914388047853618689601
7,6,1,2,735902487295910630767160737329531136220732253569325950004416939037191031826370025907182041995161192001,123224647150104469135474980356889324243414243166131630269622309229565961457662727094141636735410261637113287116289601
7,6,1,3,735902487295910630767160737329531136220732253569325950004416939037191031826370025907182041995161192001,123224647150104469135474980356889324243414243166131630269622309229565961457662727094141636735410261637113287116289601
7,6,1,4,735902487295910630767160737329531136220732253569325950004416939037191031826370025907182041995161192001,735902487295910630767160737329531136220732253569325950004416939037191031826370025907182041995161192001
7,6,1,5,735902487295910630767160737329531136220732253569325950004416939037191031826370025907182041995161192001,735902487295910630767160737329531136220732253569325950004416939037191031826370025907182041995161192001
7,6,2,0,150697859043478840771601996458723217774514393988648890625,2986905814654353609357369515384324699668617839051860579062619978886111815977652201057362575317890625
7,6,2,1,150697859043478840771601996458723217774514393988648890625,2986905814654353609357369515384324699668617839051860579062619978886111815977652201057362575317890625
7,6,2,2,150697859043478840771601996458723217774514393988648890625,1039369398933329131067475516974467331171698257767073946777141939912890623490625
7,6,2,3,150697859043478840771601996458723217774514393988648890625,1039369398933329131067475516974467331171698257767073946777141939912890623490625
7,6,2,4,150697859043478840771601996458723217774514393988648890625,150697859043478840771601996458723217774514393988648890625
7,6,2,5,150697859043478840771601996458723217774514393988648890625,150697859043478840771601996458723217774514393988648890625
7,6,3,0,150697859043478840771601996458723217774514393988648890625,2986905814654353609357369515384324699668617839051860579062619978886111815977652201057362575317890625
7,6,3,1,150697859043478840771601996458723217774514393988648890625,2986905814654353609357369515384324699668617839051860579062619978886111815977652201057362575317890625
7,6,3,2,150697859043478840771601996458723217774514393988648890625,1039369398933329131067475516974467331171698257767073946777141939912890623490625
7,6,3,3,150697859043478840771601996458723217774514393988648890625,1039369398933329131067475516974467331171698257767073946777141939912890623490625
7,6,3,4,150697859043478840771601996458723217774514393988648890625,150697859043478840771601996458723217774514393988648890625
7,6,3,5,150697859043478840771601996458723217774514393988648890625,150697859043478840771601996458723217774514393988648890625
7,6,4,0,1,105475147183253299199918261122089596188656245365023162418689601
7,6,4,1,1,105475147183253299199918261122089596188656245365023162418689601
7,6,4,2,1,15910385075157920830674140289601
7,6,4,3,1,15910385075157920830674140289601
7,6,4,4,1,1
7,6,4,5,1,1
7,6,5,0,1,105475147183253299199918261122089596188656245365023162418689601
7,6,5,1,1,105475147183253299199918261122089596188656245365023162418689601
7,6,5,2,1,15910385075157920830674140289601
7,6,5,3,1,15910385075157920830674140289601
7,6,5,4,1,1
7,6,5,5,1,1
8,6,0,0,5749204554012330702604254870435764373376876560879768942438774501131876976780720003491407331626624162648293376,5069621038651415894036713398502181587290440238291732831013471915426965456006122907066392206754084077092074021552479023785152875018537926656
8,6,0,1,5749204554012330702604254870435764373376876560879768942438774501131876976780720003491407331626624162648293376,5069621038651415894036713398502181587290440238291732831013471915426965456006122907066392206754084077092074021552479023785152875018537926656
8,6,0,2,5749204554012330702604254870435764373376876560879768942438774501131876976780720003491407331626624162648293376,8363676946778578331744220365536378326712881874949797600502384699125344053905505654330620289080086154986888265894970477510656
8,6,0,3,5749204554012330702604254870435764373376876560879768942438774501131876976780720003491407331626624162648293376,8363676946778578331744220365536378326712881874949797600502384699125344053905505654330620289080086154986888265894970477510656
8,6,0,4,5749204554012330702604254870435764373376876560879768942438774501131876976780720003491407331626624162648293376,5749204554012330702604254870435764373376876560879768942438774501131876976780720003491407331626624162648293376
8,6,0,5,5749204554012330702604254870435764373376876560879768942438774501131876976780720003491407331626624162648293376,5749204554012330702604254870435764373376876560879768942438774501131876976780720003491407331626624162648293376
8,6,1,0,5749204554012330702604254870435764373376876560879768942438774501131876976780720003491407331626624162648293376,5069621038651415894036713398502181587290440238291732831013471915426965456006122907066392206754084077092074021552479023785152875018537926656
8,6,1,1,5749204554012330702604254870435764373376876560879768942438774501131876976780720003491407331626624162648293376,5069621038651415894036713398502181587290440238291732831013471915426965456006122907066392206754084077092074021552479023785152875018537926656
8,6,1,2,5749204554012330702604254870435764373376876560879768942438774501131876976780720003491407331626624162648293376,8363676946778578331744220365536378326712881874949797600502384699125344053905505654330620289080086154986888265894970477510656
8,6,1,3,5749204554012330702604254870435764373376876560879768942438774501131876976780720003491407331626624162648293376,8363676946778578331744220365536378326712881874949797600502384699125344053905505654330620289080086154986888265894970477510656
8,6,1,4,5749204554012330702604254870435764373376876560879768942438774501131876976780720003491407331626624162648293376,5749204554012330702604254870435764373376876560879768942438774501131876976780720003491407331626624162648293376
8,6,1,5,5749204554012330702604254870435764373376876560879768942438774501131876976780720003491407331626624162648293376,5749204554012330702604254870435764373376876560879768942438774501131876976780720003491407331626624162648293376
8,6,2,0,895098734540286672780840976747241947947433143926084704927744,14671829942873169844535021716518044967733362891445290457193130228899937808009743216949696912596551755890688
8,6,2,1,895098734540286672780840976747241947947433143926084704927744,14671829942873169844535021716518044967733362891445290457193130228899937808009743216949696912596551755890688
8,6,2,2,895098734540286672780840976747241947947433143926084704927744,177534693501339467069409248352345161811630707852285013306872798032635120623075196928
8,6,2,3,895098734540286672780840976747241947947433143926084704927744,177534693501339467069409248352345161811630707852285013306872798032635120623075196928
8,6,2,4,895098734540286672780840976747241947947433143926084704927744,895098734540286672780840976747241947947433143926084704927744
8,6,2,5,895098734540286672780840976747241947947433143926084704927744,895098734540286672780840976747241947947433143926084704927744
8,6,3,0,895098734540286672780840976747241947947433143926084704927744,14671829942873169844535021716518044967733362891445290457193130228899937808009743216949696912596551755890688
8,6,3,1,895098734540286672780840976747241947947433143926084704927744,14671829942873169844535021716518044967733362891445290457193130228899937808009743216949696912596551755890688
8,6,3,2,895098734540286672780840976747241947947433143926084704927744,177534693501339467069409248352345161811630707852285013306872798032635120623075196928
8,6,3,3,895098734540286672780840976747241947947433143926084704927744,177534693501339467069409248352345161811630707852285013306872798032635120623075196928
8,6,3,4,895098734540286672780840976747241947947433143926084704927744,895098734540286672780840976747241947947433143926084704927744
8,6,3,5,895098734540286672780840976747241947947433143926084704927744,895098734540286672780840976747241947947433143926084704927744
8,6,4,0,1,1579684375028357800468770415255048696338138628766793873070170832906
8,6,4,1,1,1579684375028357800468770415255048696338138628766793873070170832906
8,6,4,2,1,1947111321950560360698936123457531
8,6,4,3,1,1947111321950560360698936123457531
8,6,4,4,1,1
8,6,4,5,1,1
8,6,5,0,1,1579684375028357800468770415255048696338138628766793873070170832906
8,6,5,1,1,1579684375028357800468770415255048696338138628766793873070170832906
8,6,5,2,1,1947111321950560360698936123457531
8,6,5,3,1,1947111321950560360698936123457531
8,6,5,4,1,1
8,6,5,5,1,1
9,6,0,0,7051611874261665682103924525632358590486942902435022072183777922562960751717344991742287100439229017068893662127041,279948109451458654873329385652339567397946688640811802177402046876322629577798383879761623927977560510187283612490050596023875358498297074804859841
9,6,0,1,7051611874261665682103924525632358590486942902435022072183777922562960751717344991742287100439229017068893662127041,279948109451458654873329385652339567397946688640811802177402046876322629577798383879761623927977560510187283612490050596023875358498297074804859841
9,6,0,2,7051611874261665682103924525632358590486942902435022072183777922562960751717344991742287100439229017068893662127041,68831715006122174223207147055546992763919384500950823245394058425902410790069284345950316398378934518947090923706625409694427259841
9,6,0,3,7051611874261665682103924525632358590486942902435022072183777922562960751717344991742287100439229017068893662127041,68831715006122174223207147055546992763919384500950823245394058425902410790069284345950316398378934518947090923706625409694427259841
9,6,0,4,7051611874261665682103924525632358590486942902435022072183777922562960751717344991742287100439229017068893662127041,7051611874261665682103924525632358590486942902435022072183777922562960751717344991742287100439229017068893662127041
9,6,0,5,7051611874261665682103924525632358590486942902435022072183777922562960751717344991742287100439229017068893662127041,7051611874261665682103924525632358590486942902435022072183777922562960751717344991742287100439229017068893662127041
9,6,1,0,7051611874261665682103924525632358590486942902435022072183777922562960751717344991742287100439229017068893662127041,279948109451458654873329385652339567397946688640811802177402046876322629577798383879761623927977560510187283612490050596023875358498297074804859841
9,6,1,1,7051611874261665682103924525632358590486942902435022072183777922562960751717344991742287100439229017068893662127041,279948109451458654873329385652339567397946688640811802177402046876322629577798383879761623927977560510187283612490050596023875358498297074804859841
9,6,1,2,7051611874261665682103924525632358590486942902435022072183777922562960751717344991742287100439229017068893662127041,68831715006122174223207147055546992763919384500950823245394058425902410790069284345950316398378934518947090923706625409694427259841
9,6,1,3,7051611874261665682103924525632358590486942902435022072183777922562960751717344991742287100439229017068893662127041,68831715006122174223207147055546992763919384500950823245394058425902410790069284345950316398378934518947090923706625409694427259841
9,6,1,4,7051611874261665682103924525632358590486942902435022072183777922562960751717344991742287100439229017068893662127041,7051611874261665682103924525632358590486942902435022072183777922562960751717344991742287100439229017068893662127041
9,6,1,5,7051611874261665682103924525632358590486942902435022072183777922562960751717344991742287100439229017068893662127041,7051611874261665682103924525632358590486942902435022072183777922562960751717344991742287100439229017068893662127041
9,6,2,0,1936024956519557365630409511603897163478125434573687788150955201,11825674099789321899221775927495557676814525980208956720859008094713699904247964379550020303262853157103200379841
9,6,2,1,1936024956519557365630409511603897163478125434573687788150955201,11825674099789321899221775927495557676814525980208956720859008094713699904247964379550020303262853157103200379841
